City,State,Latitude,Longitude,Population
Sierra Vista,AZ,31.563,-110.3153,45203
Sayreville,NJ,40.4656,-74.3237,45237
Brentwood,TN,35.9918,-86.7758,45272
East Lansing,MI,42.748,-84.4836,45394
Elmhurst,IL,41.8973,-87.9432,45538
Ashburn,VA,39.0277,-77.4714,45551
Odenton,MD,39.0661,-76.6938,45585
Keller,TX,32.9335,-97.2256,45598
Altamonte Springs,FL,28.6615,-81.3953,45657
Haltom City,TX,32.8176,-97.2707,45681
Plainfield,IL,41.6207,-88.2253,45705
Wentzville,MO,38.8153,-90.8669,45734
Hackensack,NJ,40.8891,-74.0462,45768
Pahrump,NV,36.2235,-115.9974,45811
Strongsville,OH,41.3128,-81.8313,46022
Urbandale,IA,41.639,-93.7812,46026
Potomac,MD,39.0141,-77.1943,46230
Whitney,NV,36.1008,-115.0379,46268
Farmington,NM,36.7555,-108.1823,46339
Salina,KS,38.8136,-97.6143,46432
Attleboro,MA,41.9311,-71.295,46499
Olive Branch,MS,34.961,-89.8469,46538
Gallatin,TN,36.3782,-86.4698,46667
Prescott,AZ,34.5849,-112.4473,46744
Los Banos,CA,37.063,-120.8406,46776
Rowland Heights,CA,33.9716,-117.8912,46787
Beavercreek,OH,39.731,-84.0624,46787
Huntsville,TX,30.7009,-95.5567,46917
La Mirada,CA,33.9025,-118.0093,46945
Goose Creek,SC,32.9927,-80.0055,46964
East Providence,RI,41.8065,-71.3565,46970
Newark,CA,37.5201,-122.0307,47145
Winter Garden,FL,28.5421,-81.5967,47182
Mentor,OH,41.6893,-81.3362,47215
Roseville,MI,42.5074,-82.9369,47240
Rancho Santa Margarita,CA,33.6318,-117.5988,47257
Brea,CA,33.9254,-117.8655,47337
Oro Valley,AZ,32.4208,-110.9767,47595
Middletown,CT,41.5476,-72.6549,47646
Glenview,IL,42.0825,-87.8214,47682
Wauwatosa,WI,43.0616,-88.0347,47718
Wilson,NC,35.7311,-77.9284,47740
Roswell,NM,33.373,-104.5294,47823
Ocoee,FL,28.5796,-81.5332,47885
North Highlands,CA,38.6713,-121.3721,47900
Minot,ND,48.2375,-101.278,47922
San Luis Obispo,CA,35.2669,-120.669,48039
Fort Pierce,FL,27.4255,-80.3431,48094
Niagara Falls,NY,43.0921,-79.0147,48198
Hilo,HI,19.6883,-155.0863,48223
Cerritos,CA,33.8678,-118.0686,48340
Poway,CA,32.9871,-117.0201,48515
Cedar Hill,TX,32.581,-96.9591,48547
Bothell,WA,47.7735,-122.2044,48610
Tuckahoe,VA,37.5878,-77.5858,48610
Leesburg,VA,39.1057,-77.5544,48788
Stillwater,OK,36.1317,-97.0742,48818
University,FL,28.0771,-82.4335,48868
Ceres,CA,37.5952,-120.962,48918
Euclid,OH,41.5903,-81.5188,48991
Titusville,FL,28.5727,-80.8193,49004
Biloxi,MS,30.4426,-88.9514,49011
Portage,MI,42.2,-85.5906,49015
Dublin,OH,40.1112,-83.1454,49031
Antelope,CA,38.7153,-121.361,49080
Bedford,TX,32.8464,-97.135,49191
Everett,MA,42.4064,-71.0545,49236
Coral Gables,FL,25.7037,-80.2715,49243
Lawrence,IN,39.8674,-85.9904,49284
Azusa,CA,34.1386,-117.9124,49318
North Bethesda,MD,39.0393,-77.1191,49498
Eagle Mountain,UT,40.3137,-112.0114,49514
Cypress,CA,33.8171,-118.0386,49531
Florin,CA,38.4832,-121.4043,49536
St. Louis Park,MN,44.9488,-93.3649,49541
Chesterfield,MO,38.6589,-90.5803,49591
Rockwall,TX,32.9169,-96.4374,49605
Downers Grove,IL,41.7949,-88.0172,49867
Murray,UT,40.6498,-111.8874,49904
Covina,CA,34.0903,-117.8818,50143
Draper,UT,40.4957,-111.8605,50159
Jeffersonville,IN,38.3376,-85.7026,50176
Lakewood,OH,41.4822,-81.8008,50229
McLean,VA,38.9436,-77.1943,50232
Rosemead,CA,34.0689,-118.0823,50340
El Dorado Hills,CA,38.675,-121.049,50553
Milford city ,CT,41.2255,-73.0625,50749
Enid,OK,36.4063,-97.87,50821
Delano,CA,35.7662,-119.2635,50835
Cuyahoga Falls,OH,41.1641,-81.5207,50864
Grapevine,TX,32.9343,-97.0742,50875
Mishawaka,IN,41.6742,-86.1666,50907
Levittown,PA,40.1533,-74.8531,50930
East Honolulu,HI,21.2975,-157.7211,50961
Burleson,TX,32.517,-97.3344,50981
Country Club,FL,25.9407,-80.3102,51000
Troy,NY,42.7354,-73.6751,51054
Columbus,IN,39.2093,-85.9183,51104
Westfield,IN,40.0341,-86.1529,51109
Hoffman Estates,IL,42.064,-88.1468,51186
Wake Forest,NC,35.9632,-78.514,51199
Tamiami,FL,25.7556,-80.4016,51201
Collierville,TN,35.047,-89.6987,51212
Summerville,SC,33.0016,-80.1799,51262
Aliso Viejo,CA,33.5792,-117.7289,51320
Burien,WA,47.4762,-122.3394,51331
Glendora,CA,34.1449,-117.8467,51350
Little Elm,TX,33.1858,-96.9295,51426
Mooresville,NC,35.5847,-80.8266,51447
Palm Desert,CA,33.7378,-116.3695,51551
Levittown,NY,40.7241,-73.5125,51557
Dunwoody,GA,33.9418,-84.3122,51563
Lincoln,CA,38.8774,-121.2937,51629
West New York,NJ,40.7857,-74.0094,51683
Catalina Foothills,AZ,32.3046,-110.8838,51756
Florissant,MO,38.7996,-90.3269,51915
Cathedral City,CA,33.8362,-116.4642,52047
Kendale Lakes,FL,25.7081,-80.4078,52141
Wheaton,MD,39.0492,-77.0573,52172
Placentia,CA,33.8807,-117.8553,52384
Kyle,TX,29.9932,-97.8852,52439
Paramount,CA,33.8977,-118.1651,52546
Novato,CA,38.092,-122.5575,52689
Grand Island,NE,40.9218,-98.3586,52761
Elyria,OH,41.376,-82.106,52833
Normal,IL,40.5217,-88.9884,52908
Methuen Town,MA,42.734,-71.1889,53043
Westchester,FL,25.7471,-80.3523,53082
Edina,MN,44.8914,-93.3602,53125
Twin Falls,ID,42.5645,-114.4613,53219
Minnetonka,MN,44.9322,-93.4598,53256
Oak Park,IL,41.8872,-87.7899,53315
Aloha,OR,45.492,-122.8725,53362
Pinellas Park,FL,27.8589,-82.7078,53423
Wheaton,IL,41.8561,-88.1085,53453
Huntington Park,CA,33.98,-118.2167,53658
Diamond Bar,CA,33.9992,-117.8161,53750
Aspen Hill,MD,39.0927,-77.0826,53752
Colton,CA,34.0538,-117.3255,53798
Manhattan,KS,39.1886,-96.6048,53951
Kentwood,MI,42.8852,-85.5926,54114
Texas City,TX,29.4154,-94.9682,54159
Rocky Mount,NC,35.9685,-77.804,54175
Peabody,MA,42.5335,-70.9725,54180
Yucaipa,CA,34.0336,-117.0429,54348
Marana,AZ,32.4355,-111.1558,54487
West Sacramento,CA,38.5557,-121.5505,54496
Plainfield,NJ,40.6154,-74.4157,54515
San Jacinto,CA,33.797,-116.9916,54756
Beaumont,CA,33.9076,-116.9766,54817
Hacienda Heights,CA,33.997,-117.9727,54956
Tinley Park,IL,41.567,-87.8049,55007
Smyrna,TN,35.9687,-86.5264,55066
West Haven,CT,41.2739,-72.9672,55147
South Whittier,CA,33.9336,-118.0312,55201
Chicopee,MA,42.1764,-72.5719,55213
Perth Amboy,NJ,40.5202,-74.2724,55278
Tigard,OR,45.4237,-122.7845,55395
Southaven,MS,34.9514,-89.9786,55531
Arcadia,CA,34.1342,-118.0373,55550
Mount Prospect,IL,42.0641,-87.9375,55648
Apple Valley,MN,44.7457,-93.2004,55696
New Brunswick,NJ,40.487,-74.445,55744
Berwyn,IL,41.8433,-87.7909,55888
DeSoto,TX,32.5992,-96.8633,55896
National City,CA,32.6654,-117.0983,55960
Apopka,FL,28.7015,-81.5316,56202
Sarasota,FL,27.3387,-82.5432,56218
Smyrna,GA,33.8633,-84.5168,56285
Bradenton,FL,27.4901,-82.5757,56289
Bentonville,AR,36.3547,-94.2305,56326
Fountain Valley,CA,33.7105,-117.9514,56358
Fountainebleau,FL,25.7723,-80.346,56453
Kannapolis,NC,35.4764,-80.6408,56470
Highland,CA,34.1113,-117.165,56690
Bartlett,TN,35.2337,-89.8195,56998
Lacey,WA,47.0462,-122.7933,57088
Oak Lawn,IL,41.7139,-87.7528,57098
Brookhaven,GA,33.8743,-84.3314,57224
Herriman,UT,40.4899,-112.017,57336
Kettering,OH,39.6956,-84.1494,57442
Coconut Creek,FL,26.2803,-80.1842,57587
Casa Grande,AZ,32.9069,-111.7624,57590
Towson,MD,39.3944,-76.619,57683
Bel Air South,MD,39.5022,-76.3113,57702
Decatur,AL,34.5731,-86.9905,57760
Bowie,MD,38.9549,-76.7406,57771
Royal Oak,MI,42.5084,-83.1539,57880
Orland Park,IL,41.6075,-87.8619,57961
Lenexa,KS,38.9609,-94.8018,57986
Lake Havasu City,AZ,34.5006,-114.3113,58037
Severn,MD,39.1355,-76.6956,58041
Midwest City,OK,35.463,-97.371,58170
St. Peters,MO,38.7825,-90.6061,58200
St. Clair Shores,MI,42.4925,-82.8961,58287
Madison,AL,34.7114,-86.7626,58335
Hoboken,NJ,40.7452,-74.0281,58340
Carson City,NV,39.1511,-119.7476,58364
Margate,FL,26.2466,-80.2119,58418
The Hammocks,FL,25.67,-80.4482,58548
Cupertino,CA,37.3168,-122.0466,58886
Wylie,TX,33.0362,-96.5161,58991
Taylorsville,UT,40.6569,-111.9493,59010
Medford,MA,42.4234,-71.1087,59062
Shoreline,WA,47.7564,-122.3426,59280
Petaluma,CA,38.2423,-122.6266,59321
Kokomo,IN,40.464,-86.1277,59375
Des Plaines,IL,42.0345,-87.9008,59408
Blue Springs,MO,39.0124,-94.2721,59416
North Miami,FL,25.9008,-80.1686,59429
Santee,CA,32.8554,-116.9851,59485
West Allis,WI,43.0068,-88.0296,59588
Monterey Park,CA,34.0497,-118.1326,59639
Taunton,MA,41.9036,-71.0943,59719
Palm Beach Gardens,FL,26.8466,-80.1679,59751
Gardena,CA,33.8943,-118.3072,59765
White Plains,NY,41.022,-73.7547,59818
Chapel Hill,NC,35.9271,-79.0391,59889
Stonecrest,GA,33.6842,-84.1372,59917
Revere,MA,42.4189,-71.004,59933
Parker,CO,39.5084,-104.7753,60115
Euless,TX,32.8508,-97.08,60373
Meriden,CT,41.5369,-72.7946,60418
San Rafael,CA,37.9905,-122.5221,60604
Pico Rivera,CA,33.9901,-118.0888,60821
La Mesa,CA,32.7703,-117.0204,60835
Jupiter,FL,26.92,-80.1128,61097
Bristol,CT,41.6812,-72.9407,61129
Woodland,CA,38.6712,-121.75,61256
Montebello,CA,34.0155,-118.1108,61376
Palm Harbor,FL,28.0847,-82.7481,61454
Wellington,FL,26.6461,-80.2699,61497
Encinitas,CA,33.0492,-117.261,61585
Springfield,OR,44.0538,-122.9811,61642
Florence-Graham,CA,33.9682,-118.2447,61723
Marietta,GA,33.9533,-84.5422,61773
Richland,WA,46.2824,-119.2939,61912
Pontiac,MI,42.6493,-83.2878,61914
St. Cloud,FL,28.2363,-81.2779,61963
Dearborn Heights,MI,42.3164,-83.2769,62099
Horizon West,FL,28.4417,-81.6146,62152
La Habra,CA,33.9282,-117.9515,62233
Sanford,FL,28.7891,-81.2757,62292
Hendersonville,TN,36.3063,-86.5997,62390
Taylor,MI,42.226,-83.2688,62405
Huntersville,NC,35.406,-80.8716,62458
Council Bluffs,IA,41.2369,-95.8516,62564
Bossier City,LA,32.5224,-93.6668,62832
Bay City,MI,43.5902,-83.8887,62979
Lakewood,WA,47.1628,-122.5299,63034
Moore,OK,35.3293,-97.4757,63045
Hamilton,OH,39.3939,-84.5653,63124
Parkersburg,WV,39.2623,-81.542,63236
Eden Prairie,MN,44.8488,-93.4595,63249
Millcreek,UT,40.6892,-111.8292,63342
Coon Rapids,MN,45.1755,-93.3094,63348
Caldwell,ID,43.6453,-116.6594,63465
San Clemente,CA,33.4499,-117.6102,63510
Reston,VA,38.9497,-77.3461,63542
Port Orange,FL,29.1085,-81.0137,63818
Bozeman,MT,45.6833,-111.0558,63917
Laguna Niguel,CA,33.5275,-117.705,64023
Rowlett,TX,32.9155,-96.5489,64139
Greenwood,IN,39.6019,-86.1073,64237
Burnsville,MN,44.7648,-93.2793,64295
Bellevue,NE,41.1485,-95.939,64355
South San Francisco,CA,37.6538,-122.4196,64487
North Little Rock,AR,34.7807,-92.2371,64504
Brentwood,CA,37.9356,-121.719,64609
Commerce City,CO,39.8641,-104.843,64640
Waltham,MA,42.3889,-71.2423,64723
Port Charlotte,FL,26.9918,-82.114,64971
Kenner,LA,30.0109,-90.2549,65113
Sebring,FL,27.477,-81.453,65138
Pflugerville,TX,30.4515,-97.6018,65162
Lynwood,CA,33.924,-118.2016,65291
Dalton,GA,34.769,-84.972,65317
Castro Valley,CA,37.7088,-122.0626,65389
Albany,OR,44.6272,-123.0965,65410
Dundalk,MD,39.2704,-76.4942,65441
Malden,MA,42.4305,-71.0576,65509
Juana Díaz,PR,18.0532,-66.5044,66102
Ames,IA,42.0256,-93.6217,66112
Great Falls,MT,47.5022,-111.2996,66175
Novi,MI,42.4786,-83.4893,66224
Lima,OH,40.741,-84.112,66286
Alpharetta,GA,34.0704,-84.2738,66355
Queen Creek,AZ,33.2454,-111.6173,66369
Sammamish,WA,47.6017,-122.0416,66375
Union City,NJ,40.7675,-74.0323,66375
Morristown,TN,36.2043,-83.3001,66407
Skokie,IL,42.036,-87.74,66427
Victoria,TX,28.8287,-96.9849,66523
Palatine,IL,42.118,-88.043,66548
Mount Vernon,WA,48.4203,-122.3115,66704
Watsonville,CA,36.9206,-121.7708,66842
Delray Beach,FL,26.455,-80.0905,66940
Spring,TX,30.0613,-95.383,67103
Rockville,MD,39.0834,-77.1553,67218
Palo Alto,CA,37.3905,-122.1468,67231
Haverhill,MA,42.7838,-71.0871,67387
Bethesda,MD,38.9866,-77.1188,67403
Yorba Linda,CA,33.889,-117.7714,67407
Apex,NC,35.7237,-78.8743,67765
Corvallis,OR,44.5698,-123.2779,67769
Hammond,LA,30.5061,-90.4563,67874
Leander,TX,30.5728,-97.8618,67880
Kankakee,IL,41.102,-87.8643,67925
Weston,FL,26.1006,-80.4054,67952
Union City,CA,37.6032,-122.0181,68141
Eagan,MN,44.817,-93.1638,68158
South Hill,WA,47.1198,-122.2853,68161
Shawnee,KS,39.0158,-94.8076,68175
Hanford,CA,36.3274,-119.6549,68276
Casper,WY,42.842,-106.3208,68438
Schenectady,NY,42.8025,-73.9275,68521
Dubuque,IA,42.5002,-90.707,68567
Gary,IN,41.5905,-87.3473,68604
Michigan City,IN,41.7092,-86.869,68617
Bristol,TN,36.5572,-82.2154,68737
Grand Forks,ND,47.9214,-97.0884,68853
Sumter,SC,33.9392,-80.393,68914
East Orange,NJ,40.7651,-74.2117,69183
El Paso de Robles,CA,35.6394,-120.656,69218
Gaithersburg,MD,39.1346,-77.2131,69225
Spring Hill,TN,35.7437,-86.9116,69298
Fajardo,PR,18.3331,-65.6589,69381
Maricopa,AZ,33.0408,-112.0011,69554
Porterville,CA,36.0643,-119.0338,69616
Passaic,NJ,40.8574,-74.1282,69651
Walnut Creek,CA,37.9024,-122.0399,69790
Redondo Beach,CA,33.8577,-118.3765,69814
West Des Moines,IA,41.5521,-93.7806,69893
Conway,AR,35.0753,-92.4692,69918
Tulare,CA,36.1995,-119.34,69984
Longview,WA,46.1461,-122.963,70004
Glens Falls,NY,43.3109,-73.6458,70005
Guaynabo,PR,18.3832,-66.1134,70087
Eastvale,CA,33.9617,-117.5803,70179
North Richland Hills,TX,32.8604,-97.218,70338
Bayonne,NJ,40.6668,-74.1158,70468
Maple Grove,MN,45.1089,-93.4626,70539
Dublin,CA,37.7161,-121.8963,70542
Ankeny,IA,41.7288,-93.6031,70542
Cleveland,TN,35.1817,-84.8707,70578
Baldwin Park,CA,34.0829,-117.9722,70720
Casas Adobes,AZ,32.3423,-111.0113,70770
Waukesha,WI,43.0087,-88.2464,70779
Blacksburg,VA,37.23,-80.4279,71014
St. Charles,MO,38.7954,-90.5157,71048
Wilmington,DE,39.7415,-75.5416,71124
Blaine,MN,45.1696,-93.2077,71261
Rogers,AR,36.317,-94.1531,71411
Camden,NJ,39.9361,-75.1073,71471
Lake Elsinore,CA,33.6847,-117.3344,71516
Fairbanks,AK,64.8353,-147.6533,71555
Poinciana,FL,28.1217,-81.4821,71665
Centreville,VA,38.839,-77.4389,71885
Tamarac,FL,26.2056,-80.2539,71887
Noblesville,IN,40.0355,-86.0042,71940
Wesley Chapel,FL,28.2106,-82.3238,71965
Framingham,MA,42.3085,-71.4368,72013
Rocklin,CA,38.8075,-121.2489,72340
Lebanon,PA,40.3412,-76.4228,72475
Dover,NH,43.1887,-70.8845,72476
Lakeville,MN,44.6774,-93.252,72480
Mount Vernon,NY,40.9136,-73.8291,72528
Glen Burnie,MD,39.156,-76.6071,72772
Dale City,VA,38.6473,-77.3459,72793
Caguas,PR,18.2319,-66.0388,72862
Redlands,CA,34.0512,-117.1712,72985
Lodi,CA,38.1218,-121.2932,72996
Altoona,PA,40.5082,-78.4007,73070
Brunswick,GA,31.1449,-81.4746,73159
Sheboygan,WI,43.7403,-87.7316,73268
New Britain,CT,41.6759,-72.7862,73301
Battle Creek,MI,42.2985,-85.2296,73448
Alexandria,LA,31.2923,-92.4702,73457
Ellicott City,MD,39.2774,-76.8345,73737
Bolingbrook,IL,41.6901,-88.1021,73813
Harrisonburg,VA,38.4362,-78.8735,73926
Lauderhill,FL,26.1605,-80.2241,73961
Sherman,TX,33.6273,-96.6221,73984
Dothan,AL,31.2336,-85.407,74002
Jackson,TN,35.6538,-88.8354,74049
Camarillo,CA,34.223,-119.0321,74210
San Marcos,TX,29.8734,-97.9356,74469
Janesville,WI,42.6854,-89.0135,74640
Broomfield,CO,39.9542,-105.0526,75110
Missouri City,TX,29.563,-95.5365,75234
Pawtucket,RI,41.8744,-71.3743,75280
Mansfield,TX,32.569,-97.1213,75398
Apple Valley,CA,34.5352,-117.2109,75478
Saratoga Springs,NY,43.0674,-73.7775,75599
Redmond,WA,47.6763,-122.1169,75721
Oshkosh,WI,44.0227,-88.5619,75850
Pittsburg,CA,38.0182,-121.8965,75868
Daytona Beach,FL,29.1995,-81.0982,75924
Southfield,MI,42.4765,-83.2605,76025
Rochester Hills,MI,42.6645,-83.1563,76086
Arlington Heights,IL,42.0955,-87.9826,76220
Anniston,AL,33.6712,-85.8135,76228
Elizabethtown,KY,37.7031,-85.8773,76363
Pocatello,ID,42.8724,-112.4647,76370
Wausau,WI,44.962,-89.6459,76386
Valdosta,GA,30.8502,-83.2788,76393
St. Joseph,MO,39.7598,-94.821,76484
Doral,FL,25.8152,-80.3565,76490
Evanston,IL,42.0464,-87.6943,76552
Castle Rock,CO,39.3763,-104.8535,76614
Schaumburg,IL,42.0308,-88.0838,76780
Wyoming,MI,42.8908,-85.7066,76865
Alameda,CA,37.7668,-122.267,76876
Woodbury,MN,44.9057,-92.923,76945
Bethlehem,PA,40.6266,-75.3679,77069
Hammond,IN,41.6168,-87.4909,77098
Mansfield,OH,40.7656,-82.5275,77137
Loveland,CO,40.4166,-105.0623,77350
Bellflower,CA,33.888,-118.1271,77396
Cedar Park,TX,30.5105,-97.8197,77474
Pleasanton,CA,37.6663,-121.8805,77500
Alton,IL,38.9037,-90.152,77583
Flagstaff,AZ,35.1872,-111.6194,77868
Flower Mound,TX,33.0343,-97.1146,77886
Chino Hills,CA,33.9508,-117.7254,78024
Carmichael,CA,38.6318,-121.3263,78070
Milpitas,CA,37.4336,-121.8921,78216
Pasco,WA,46.2506,-119.1305,78446
Kendall,FL,25.6697,-80.3556,78527
Texarkana,TX,33.45,-94.0847,78541
Georgetown,TX,30.666,-97.6966,78803
Terre Haute,IN,39.466,-87.3751,78940
Upland,CA,34.1178,-117.6604,78940
Tustin,CA,33.7311,-117.8107,79035
Jonesboro,AR,35.8212,-90.6791,79187
Perris,CA,33.7898,-117.2233,79349
Davis,CA,38.5553,-121.737,79355
Turlock,CA,37.5053,-120.8588,79394
Plymouth,MN,45.0225,-93.4617,79526
State College,PA,40.7909,-77.8567,79803
Pharr,TX,26.1685,-98.1904,79809
Parma,OH,41.3843,-81.7286,80131
South Jordan,UT,40.557,-111.9784,80331
Salisbury,MD,38.3756,-75.5865,80352
Lakewood,CA,33.8471,-118.1222,80510
North Port,FL,27.0576,-82.1977,80512
Somerville,MA,42.3908,-71.1014,80549
Boynton Beach,FL,26.5281,-80.0811,80601
Morgantown,WV,39.6383,-79.9464,80626
Rancho Cordova,CA,38.5737,-121.2527,80656
Florence,AL,34.8303,-87.6655,80720
Homestead,FL,25.4665,-80.4472,80725
Anderson,IN,40.0891,-85.6892,80820
Lehi,UT,40.4136,-111.8725,81039
Jackson,MI,42.2431,-84.4038,81058
Wenatchee,WA,47.436,-120.3295,81106
Miami Beach,FL,25.8171,-80.1396,81319
Cheyenne,WY,41.135,-104.7902,81378
Alhambra,CA,34.084,-118.1355,81483
New Rochelle,NY,40.9304,-73.7836,81591
Napa,CA,38.2975,-122.301,81643
Owensboro,KY,37.7575,-87.1172,81734
The Villages,FL,28.9034,-81.9887,82108
Johns Creek,GA,34.0333,-84.2027,82115
Silver Spring,MD,39.0028,-77.0207,82129
Folsom,CA,38.6668,-121.1422,82140
Pine Hills,FL,28.5818,-81.4692,82264
Mountain View,CA,37.4001,-122.0796,82363
Redwood City,CA,37.5025,-122.2253,82423
Largo,FL,27.9088,-82.7712,82506
Madera,CA,36.963,-120.0778,82510
Layton,UT,41.077,-111.962,82512
Albany,GA,31.5776,-84.1762,82612
Cranston,RI,41.7658,-71.4858,82632
Hattiesburg,MS,31.3074,-89.317,82730
Warwick,RI,41.7062,-71.4334,82871
Buena Park,CA,33.8572,-118.0046,83052
Cicero,IL,41.8445,-87.7593,83223
Farmington Hills,MI,42.486,-83.3771,83316
Muncie,IN,40.1989,-85.395,83477
Newark,OH,40.0706,-82.425,83890
Westland,MI,42.3192,-83.3805,84155
Newport Beach,CA,33.6151,-117.8668,84304
Springfield,OH,39.93,-83.7959,84309
Brooklyn Park,MN,45.1112,-93.3505,84349
Baytown,TX,29.7587,-94.9671,84538
Decatur,IL,39.8557,-88.9342,84629
Port Huron,MI,42.9821,-82.4388,85051
Auburn,WA,47.3039,-122.2108,85455
Franklin,TN,35.92,-86.8516,85575
Melbourne,FL,28.1086,-80.6627,85718
San Ramon,CA,37.7624,-121.9365,85734
Lake Forest,CA,33.6605,-117.6714,85846
Livermore,CA,37.6868,-121.7607,85870
Whittier,CA,33.9678,-118.0188,85925
Hawthorne,CA,33.9147,-118.3476,85933
Bryan,TX,30.665,-96.3807,86169
Mission,TX,26.2039,-98.3256,86234
Winchester,VA,39.1735,-78.1746,86501
Town 'n' Country,FL,28.0106,-82.5763,86544
Deerfield Beach,FL,26.305,-80.1277,86742
Citrus Heights,CA,38.6948,-121.288,87036
Troy,MI,42.5817,-83.1457,87307
Springdale,AR,36.1901,-94.1574,87388
Lawrence,MA,42.7002,-71.1626,88297
Joplin,MO,37.0757,-94.5018,88490
Newton,MA,42.3316,-71.2085,88504
San Leandro,CA,37.7074,-122.1599,88531
Mayagüez,PR,18.2003,-67.1397,88722
Bloomington,MN,44.8306,-93.3151,88838
Waukegan,IL,42.3698,-87.8716,88919
Clifton,NJ,40.863,-74.1575,89247
Westminster,CA,33.7523,-117.9938,90147
Rapid City,SD,44.0716,-103.2204,90421
Germantown,MD,39.1755,-77.2643,90521
Avondale,AZ,33.3873,-112.3235,90644
Lawton,OK,34.6175,-98.4202,90662
Alafaya,FL,28.528,-81.1868,90874
Norwalk,CT,41.1144,-73.4215,91375
Vineland,NJ,39.4653,-74.9981,91393
Santa Monica,CA,34.0235,-118.481,91535
Kirkland,WA,47.697,-122.2057,91614
Fort Myers,FL,26.6194,-81.8302,91730
Chino,CA,33.9836,-117.6654,91775
South Gate,CA,33.9447,-118.1926,91836
Williamsburg,VA,37.2693,-76.7076,91935
Florence,SC,34.178,-79.7898,92315
Hoover,AL,33.3763,-86.8068,92401
Roswell,GA,34.0391,-84.3513,92577
Mount Pleasant,SC,32.8537,-79.8203,92662
O'Fallon,MO,38.785,-90.7175,92697
Missoula,MT,46.8751,-114.0214,92942
La Crosse,WI,43.8241,-91.2268,93163
Carson,CA,33.8374,-118.2559,93523
Compton,CA,33.893,-118.2274,93525
Fall River,MA,41.7136,-71.1015,93764
Atascocita,TX,29.9777,-95.1953,93926
Plantation,FL,26.1259,-80.2617,94002
Santa Fe,NM,35.6619,-105.9819,94032
Livonia,MI,42.3972,-83.3733,94058
San Marcos,CA,33.135,-117.1743,94078
Slidell,LA,30.2887,-89.7828,94220
Palm Coast,FL,29.5389,-81.2457,94362
Sandy,UT,40.5709,-111.8506,94723
Portsmouth,NH,43.058,-70.7826,94815
Kingsport,TN,36.5224,-82.5454,95059
Manteca,CA,37.7927,-121.2264,95347
Tracy,CA,37.7269,-121.4523,95358
Edmond,OK,35.6689,-97.416,95618
San Germán,PR,18.0827,-67.046,95622
Middletown,OH,39.5033,-84.3659,95894
Prescott Valley,AZ,34.598,-112.3185,96190
Arden-Arcade,CA,38.6017,-121.3845,96319
Lawrence,KS,38.9597,-95.2642,96380
Sunrise,FL,26.1547,-80.2997,96633
Suffolk,VA,36.6953,-76.6398,96638
Conroe,TX,30.3238,-95.4824,96976
Orem,UT,40.2981,-111.6994,97048
Portsmouth,VA,36.8468,-76.354,97299
Beaverton,OR,45.4779,-122.8168,97502
Vista,CA,33.1896,-117.2386,98646
New Braunfels,TX,29.6994,-98.1148,98700
Boca Raton,FL,26.3752,-80.108,98833
Bismarck,ND,46.8143,-100.7694,99060
Federal Way,WA,47.3091,-122.3358,99232
San Angelo,TX,31.4424,-100.4504,99507
Buckeye,AZ,33.4314,-112.6429,99844
St. Augustine,FL,29.8976,-81.31,99936
Hesperia,CA,34.3975,-117.3147,100141
Carmel,IN,39.965,-86.146,100501
Norwalk,CA,33.9069,-118.0829,100713
Lynn,MA,42.4781,-70.9664,100905
Fishers,IN,39.9588,-85.9659,100918
Quincy,MA,42.2506,-71.0187,101361
Highlands Ranch,CO,39.5419,-104.9708,101437
Vacaville,CA,38.3587,-121.9673,102085
Longmont,CO,40.1686,-105.1005,102183
Bowling Green,KY,36.9716,-86.4378,102247
Wichita Falls,TX,33.9072,-98.5291,102558
Daly City,CA,37.6862,-122.4685,102560
Edinburg,TX,26.3196,-98.1597,102561
Lee's Summit,MO,38.9171,-94.3816,102583
Lafayette,CO,39.9946,-105.0998,102615
Charlottesville,VA,38.0375,-78.4855,102802
Goodyear,AZ,33.2614,-112.3622,102891
San Mateo,CA,37.5522,-122.3121,103555
Rialto,CA,34.1175,-117.3892,103866
El Cajon,CA,32.8017,-116.9604,104909
Brockton,MA,42.0821,-71.0242,105080
Burbank,CA,34.1879,-118.3235,105165
San Tan Valley,AZ,33.1786,-111.5629,105231
Renton,WA,47.4784,-122.1918,105279
Spokane Valley,WA,47.6626,-117.2346,105460
Inglewood,CA,33.9566,-118.3444,105575
Columbia,MD,39.2004,-76.859,105871
Jurupa Valley,CA,34.001,-117.4706,106244
Davie,FL,26.0789,-80.287,106412
Rio Rancho,NM,35.2873,-106.6982,106533
Menifee,CA,33.6909,-117.1849,107020
Hillsboro,OR,45.5273,-122.936,107050
El Monte,CA,34.0739,-118.0291,107066
Sandy Springs,GA,33.9366,-84.3703,107198
Bloomington,IN,39.1637,-86.5257,107262
Centennial,CO,39.5926,-104.8673,107386
West Covina,CA,34.0555,-117.9113,107436
Allen,TX,33.1088,-96.6735,107684
Riverview,FL,27.8227,-82.3023,107776
Dearborn,MI,42.3127,-83.213,107846
Auburn,AL,32.6087,-85.4903,108327
Eau Claire,WI,44.8197,-91.4948,108477
Sparks,NV,39.5736,-119.7161,109106
South Fulton,GA,33.6273,-84.58,109157
Chico,CA,39.7578,-121.8161,109411
Sugar Land,TX,29.5935,-95.6358,109735
